id,user_id,related_user_id,status,created_at,updated_at
a5ad9037-6ce6-4225-a49c-dd958bfbe0f9,3a972c2f-8535-48ef-9364-f16df7e3857b,bcc87794-2a6f-41dd-ac6c-89972985d2aa,accepted,2025-11-24 12:37:23.592431+00,2025-11-24 12:37:28.189043+00
4934dfd6-8f51-415a-9fb0-ead1ab565121,bcc87794-2a6f-41dd-ac6c-89972985d2aa,5ec47423-b8ee-466a-b1dc-85266a400ba1,accepted,2025-11-28 10:56:14.886974+00,2025-11-28 10:56:44.646933+00
